EXTERNAL_ID,TITLE,CENTER_NAME
SAMEA1019672,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019652,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019647,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019630,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019678,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019664,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019655,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019638,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019625,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019669,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019682,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019662,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019644,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019627,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019673,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019665,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019651,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019654,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019675,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019636,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019645,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019643,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019626,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019640,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019663,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019679,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019637,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019671,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019657,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019641,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019628,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019668,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019680,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019661,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019649,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019622,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019667,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019666,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019656,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019642,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019633,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019681,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1019660,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788830,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788913,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788818,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788819,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788799,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788798,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788797,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788796,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788795,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788794,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788793,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788792,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788803,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788802,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788723,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788724,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788737,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788722,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788727,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788729,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788759,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788761,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788731,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788807,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788843,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788839,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788685,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788684,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788701,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788686,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788689,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788688,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788691,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788690,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788656,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788657,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788658,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788659,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788652,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788653,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788725,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788655,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788619,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788649,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788609,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788607,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788605,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788604,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788617,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788614,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788613,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788611,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788593,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788591,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788924,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788717,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788732,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788719,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788714,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788751,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788878,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788705,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788712,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788711,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788889,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788904,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788786,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788788,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788784,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788778,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788774,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788873,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788882,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788871,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788823,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788879,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788821,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788704,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788888,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788753,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788856,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788852,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788868,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788697,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788907,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788908,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788911,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788912,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788665,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788586,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788600,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788601,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788597,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788696,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788914,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788893,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788647,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788645,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788644,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788675,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788677,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788679,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788680,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788671,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788743,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788745,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788890,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788741,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788749,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788810,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788808,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788806,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788804,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788813,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788767,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788669,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788768,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788642,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788699,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788703,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788816,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788846,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788721,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788757,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788733,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788800,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788870,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788863,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788820,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788623,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788826,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA788824,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780274,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780275,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780278,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780279,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780289,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780277,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780283,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780304,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780297,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780296,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780295,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780294,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780301,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780300,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780299,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780298,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780293,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780292,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780285,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780286,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780287,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780288,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780281,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780282,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780305,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780284,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780276,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780291,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780290,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA780269,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
